long_name,original_FIP
"UT, Weber County",G4900570
"VT, Addison County",G5000010
"VT, Bennington County",G5000030
"VT, Caledonia County",G5000050
"VT, Chittenden County",G5000070
"VT, Essex County",G5000090
"VT, Franklin County",G5000110
"VT, Grand Isle County",G5000130
"VT, Lamoille County",G5000150
"VT, Orange County",G5000170
"VT, Orleans County",G5000190
"VT, Rutland County",G5000210
"VT, Washington County",G5000230
"VT, Windham County",G5000250
"VT, Windsor County",G5000270
"VA, Accomack County",G5100010
"VA, Albemarle County",G5100030
"VA, Alleghany County",G5100050
"VA, Amelia County",G5100070
"VA, Amherst County",G5100090
"VA, Appomattox County",G5100110
"VA, Arlington County",G5100130
"VA, Augusta County",G5100150
"VA, Bath County",G5100170
"VA, Bedford County",G5100190
"VA, Bland County",G5100210
"VA, Botetourt County",G5100230
"VA, Brunswick County",G5100250
"VA, Buchanan County",G5100270
"VA, Buckingham County",G5100290
"VA, Campbell County",G5100310
"VA, Caroline County",G5100330
"VA, Carroll County",G5100350
"VA, Charles City County",G5100360
"VA, Charlotte County",G5100370
"VA, Chesterfield County",G5100410
"VA, Clarke County",G5100430
"VA, Craig County",G5100450
"VA, Culpeper County",G5100470
"VA, Cumberland County",G5100490
"VA, Dickenson County",G5100510
"VA, Dinwiddie County",G5100530
"VA, Essex County",G5100570
"VA, Fairfax County",G5100590
"VA, Fauquier County",G5100610
"VA, Floyd County",G5100630
"VA, Fluvanna County",G5100650
"VA, Franklin County",G5100670
"VA, Frederick County",G5100690
"VA, Giles County",G5100710
"VA, Gloucester County",G5100730
"VA, Goochland County",G5100750
"VA, Grayson County",G5100770
"VA, Greene County",G5100790
"VA, Greensville County",G5100810
"VA, Halifax County",G5100830
"VA, Hanover County",G5100850
"VA, Henrico County",G5100870
"VA, Henry County",G5100890
"VA, Highland County",G5100910
"VA, Isle of Wight County",G5100930
"VA, James City County",G5100950
"VA, King and Queen County",G5100970
"VA, King George County",G5100990
"VA, King William County",G5101010
"VA, Lancaster County",G5101030
"VA, Lee County",G5101050
"VA, Loudoun County",G5101070
"VA, Louisa County",G5101090
"VA, Lunenburg County",G5101110
"VA, Madison County",G5101130
"VA, Mathews County",G5101150
"VA, Mecklenburg County",G5101170
"VA, Middlesex County",G5101190
"VA, Montgomery County",G5101210
"VA, Nelson County",G5101250
"VA, New Kent County",G5101270
"VA, Northampton County",G5101310
"VA, Northumberland County",G5101330
"VA, Nottoway County",G5101350
"VA, Orange County",G5101370
"VA, Page County",G5101390
"VA, Patrick County",G5101410
"VA, Pittsylvania County",G5101430
"VA, Powhatan County",G5101450
"VA, Prince Edward County",G5101470
"VA, Prince George County",G5101490
"VA, Prince William County",G5101530
"VA, Pulaski County",G5101550
"VA, Rappahannock County",G5101570
"VA, Richmond County",G5101590
"VA, Roanoke County",G5101610
"VA, Rockbridge County",G5101630
"VA, Rockingham County",G5101650
"VA, Russell County",G5101670
"VA, Scott County",G5101690
"VA, Shenandoah County",G5101710
"VA, Smyth County",G5101730
"VA, Southampton County",G5101750
"VA, Spotsylvania County",G5101770
"VA, Stafford County",G5101790
"VA, Surry County",G5101810
"VA, Sussex County",G5101830
"VA, Tazewell County",G5101850
"VA, Warren County",G5101870
"VA, Washington County",G5101910
"VA, Westmoreland County",G5101930
"VA, Wise County",G5101950
"VA, Wythe County",G5101970
"VA, York County",G5101990
"VA, Alexandria city",G5105100
"VA, Bristol city",G5105200
"VA, Buena Vista city",G5105300
"VA, Charlottesville city",G5105400
"VA, Chesapeake city",G5105500
"VA, Colonial Heights city",G5105700
"VA, Covington city",G5105800
"VA, Danville city",G5105900
"VA, Emporia city",G5105950
"VA, Fairfax city",G5106000
"VA, Falls Church city",G5106100
"VA, Franklin city",G5106200
"VA, Fredericksburg city",G5106300
"VA, Galax city",G5106400
"VA, Hampton city",G5106500
"VA, Harrisonburg city",G5106600
"VA, Hopewell city",G5106700
"VA, Lexington city",G5106780
"VA, Lynchburg city",G5106800
"VA, Manassas city",G5106830
"VA, Manassas Park city",G5106850
"VA, Martinsville city",G5106900
"VA, Newport News city",G5107000
"VA, Norfolk city",G5107100
"VA, Norton city",G5107200
"VA, Petersburg city",G5107300
"VA, Poquoson city",G5107350
"VA, Portsmouth city",G5107400
"VA, Radford city",G5107500
"VA, Richmond city",G5107600
"VA, Roanoke city",G5107700
"VA, Salem city",G5107750
"VA, Staunton city",G5107900
"VA, Suffolk city",G5108000
"VA, Virginia Beach city",G5108100
"VA, Waynesboro city",G5108200
"VA, Williamsburg city",G5108300
"VA, Winchester city",G5108400
"WA, Adams County",G5300010
"WA, Asotin County",G5300030
"WA, Benton County",G5300050
"WA, Chelan County",G5300070
"WA, Clallam County",G5300090
"WA, Clark County",G5300110
"WA, Columbia County",G5300130
"WA, Cowlitz County",G5300150
"WA, Douglas County",G5300170
"WA, Ferry County",G5300190
"WA, Franklin County",G5300210
"WA, Garfield County",G5300230
"WA, Grant County",G5300250
"WA, Grays Harbor County",G5300270
"WA, Island County",G5300290
"WA, Jefferson County",G5300310
"WA, King County",G5300330
"WA, Kitsap County",G5300350
"WA, Kittitas County",G5300370
"WA, Klickitat County",G5300390
"WA, Lewis County",G5300410
"WA, Lincoln County",G5300430
"WA, Mason County",G5300450
"WA, Okanogan County",G5300470
"WA, Pacific County",G5300490
"WA, Pend Oreille County",G5300510
"WA, Pierce County",G5300530
"WA, San Juan County",G5300550
"WA, Skagit County",G5300570
"WA, Skamania County",G5300590
"WA, Snohomish County",G5300610
"WA, Spokane County",G5300630
"WA, Stevens County",G5300650
"WA, Thurston County",G5300670
"WA, Wahkiakum County",G5300690
"WA, Walla Walla County",G5300710
"WA, Whatcom County",G5300730
"WA, Whitman County",G5300750
"WA, Yakima County",G5300770
"WV, Barbour County",G5400010
"WV, Berkeley County",G5400030
"WV, Boone County",G5400050
"WV, Braxton County",G5400070
"WV, Brooke County",G5400090
"WV, Cabell County",G5400110
"WV, Calhoun County",G5400130
"WV, Clay County",G5400150
"WV, Doddridge County",G5400170
"WV, Fayette County",G5400190
"WV, Gilmer County",G5400210
"WV, Grant County",G5400230
"WV, Greenbrier County",G5400250
"WV, Hampshire County",G5400270
"WV, Hancock County",G5400290
"WV, Hardy County",G5400310
"WV, Harrison County",G5400330
"WV, Jackson County",G5400350
"WV, Jefferson County",G5400370
"WV, Kanawha County",G5400390
"WV, Lewis County",G5400410
"WV, Lincoln County",G5400430
"WV, Logan County",G5400450
"WV, McDowell County",G5400470
"WV, Marion County",G5400490
"WV, Marshall County",G5400510
"WV, Mason County",G5400530
"WV, Mercer County",G5400550
"WV, Mineral County",G5400570
"WV, Mingo County",G5400590
"WV, Monongalia County",G5400610
"WV, Monroe County",G5400630
"WV, Morgan County",G5400650
"WV, Nicholas County",G5400670
"WV, Ohio County",G5400690
"WV, Pendleton County",G5400710
"WV, Pleasants County",G5400730
"WV, Pocahontas County",G5400750
"WV, Preston County",G5400770
"WV, Putnam County",G5400790
"WV, Raleigh County",G5400810
"WV, Randolph County",G5400830
"WV, Ritchie County",G5400850
"WV, Roane County",G5400870
"WV, Summers County",G5400890
"WV, Taylor County",G5400910
"WV, Tucker County",G5400930
"WV, Tyler County",G5400950
"WV, Upshur County",G5400970
"WV, Wayne County",G5400990
"WV, Webster County",G5401010
"WV, Wetzel County",G5401030
"WV, Wirt County",G5401050
"WV, Wood County",G5401070
"WV, Wyoming County",G5401090
"WI, Adams County",G5500010
"WI, Ashland County",G5500030
"WI, Barron County",G5500050
"WI, Bayfield County",G5500070
"WI, Brown County",G5500090
"WI, Buffalo County",G5500110
"WI, Burnett County",G5500130
"WI, Calumet County",G5500150
"WI, Chippewa County",G5500170
"WI, Clark County",G5500190
"WI, Columbia County",G5500210
"WI, Crawford County",G5500230
"WI, Dane County",G5500250
"WI, Dodge County",G5500270
"WI, Door County",G5500290
"WI, Douglas County",G5500310
"WI, Dunn County",G5500330
"WI, Eau Claire County",G5500350
"WI, Florence County",G5500370
"WI, Fond du Lac County",G5500390
"WI, Forest County",G5500410
"WI, Grant County",G5500430
"WI, Green County",G5500450
"WI, Green Lake County",G5500470
"WI, Iowa County",G5500490
"WI, Iron County",G5500510
"WI, Jackson County",G5500530
"WI, Jefferson County",G5500550
"WI, Juneau County",G5500570
"WI, Kenosha County",G5500590
"WI, Kewaunee County",G5500610
"WI, La Crosse County",G5500630
"WI, Lafayette County",G5500650
"WI, Langlade County",G5500670
"WI, Lincoln County",G5500690
"WI, Manitowoc County",G5500710
"WI, Marathon County",G5500730
"WI, Marinette County",G5500750
"WI, Marquette County",G5500770
"WI, Menominee County",G5500780
"WI, Milwaukee County",G5500790
"WI, Monroe County",G5500810
"WI, Oconto County",G5500830
"WI, Oneida County",G5500850
"WI, Outagamie County",G5500870
"WI, Ozaukee County",G5500890
"WI, Pepin County",G5500910
"WI, Pierce County",G5500930
"WI, Polk County",G5500950
"WI, Portage County",G5500970
"WI, Price County",G5500990
"WI, Racine County",G5501010
"WI, Richland County",G5501030
"WI, Rock County",G5501050
"WI, Rusk County",G5501070
"WI, St. Croix County",G5501090
"WI, Sauk County",G5501110
"WI, Sawyer County",G5501130
"WI, Shawano County",G5501150
"WI, Sheboygan County",G5501170
"WI, Taylor County",G5501190
"WI, Trempealeau County",G5501210
"WI, Vernon County",G5501230
"WI, Vilas County",G5501250
"WI, Walworth County",G5501270
"WI, Washburn County",G5501290
"WI, Washington County",G5501310
"WI, Waukesha County",G5501330
"WI, Waupaca County",G5501350
"WI, Waushara County",G5501370
"WI, Winnebago County",G5501390
"WI, Wood County",G5501410
"WY, Albany County",G5600010
"WY, Big Horn County",G5600030
"WY, Campbell County",G5600050
"WY, Carbon County",G5600070
"WY, Converse County",G5600090
"WY, Crook County",G5600110
"WY, Fremont County",G5600130
"WY, Goshen County",G5600150
"WY, Hot Springs County",G5600170
"WY, Johnson County",G5600190
"WY, Laramie County",G5600210
"WY, Lincoln County",G5600230
"WY, Natrona County",G5600250
"WY, Niobrara County",G5600270
"WY, Park County",G5600290
"WY, Platte County",G5600310
"WY, Sheridan County",G5600330
"WY, Sublette County",G5600350
"WY, Sweetwater County",G5600370
"WY, Teton County",G5600390
"WY, Uinta County",G5600410
"WY, Washakie County",G5600430
"WY, Weston County",G5600450
